arrivaltime,ticker,latency
2.27861E+13,IC2212,5977
2.27861E+13,IC2207,5765
2.27861E+13,IC2208,4772
2.27861E+13,IF2207,4538
2.27861E+13,IH2207,2063
2.27866E+13,IC2209,2735
2.27866E+13,IC2212,1787
2.27866E+13,IF2212,2295
2.27866E+13,IC2207,2144
2.27866E+13,IC2208,1074
2.27866E+13,IF2207,879
2.27866E+13,IH2207,724
2.27872E+13,IC2209,2943
2.27872E+13,IF2209,556
2.27872E+13,IC2212,948
2.27872E+13,IC2207,1395
2.27872E+13,IC2208,1001
2.27872E+13,IF2207,1047
2.27872E+13,IH2207,1724
2.27876E+13,IC2209,5456
2.27876E+13,IF2209,1494
2.27876E+13,IH2209,932
2.27876E+13,IC2212,469
2.27876E+13,IF2212,9366
2.27876E+13,IH2212,1692
2.27876E+13,IC2207,2719
2.27876E+13,IC2208,2600
2.27876E+13,IF2207,2324
2.27876E+13,IH2207,5840
2.27881E+13,IC2209,9487
2.27881E+13,IF2209,6492
2.27881E+13,IH2209,4865
2.27881E+13,IC2212,3146
2.27881E+13,IF2212,1745
2.27881E+13,IH2212,1970
2.27881E+13,IC2207,2247
2.27881E+13,IF2207,1248
2.27881E+13,IC2208,1495
2.27881E+13,IF2208,1089
2.27881E+13,IH2207,1365
2.27886E+13,IC2209,2251
2.27886E+13,IF2209,7967
2.27886E+13,IH2209,5727
2.27886E+13,IC2212,5389
2.27886E+13,IF2212,3576
2.27886E+13,IC2207,2210
2.27886E+13,IF2207,2477
2.27886E+13,IC2208,1726
2.27886E+13,IF2208,1044
2.27886E+13,IH2207,573
2.27886E+13,IH2208,1157
2.27891E+13,IC2209,5770
2.27891E+13,IF2209,2189
2.27891E+13,IH2209,1896
2.27891E+13,IC2212,693
2.27891E+13,IF2212,2058
2.27891E+13,IH2212,1843
2.27891E+13,IC2207,8679
2.27891E+13,IC2208,4624
2.27891E+13,IF2207,3323
2.27891E+13,IF2208,1718
2.27891E+13,IH2207,455
2.27891E+13,IH2208,5533
2.27896E+13,IC2209,2310
2.27896E+13,IF2209,1453
2.27896E+13,IH2209,1709
2.27896E+13,IC2212,1448
2.27896E+13,IF2212,1508
2.27896E+13,IH2212,4659
2.27896E+13,IC2207,970
2.27896E+13,IF2207,1713
2.27896E+13,IC2208,2303
2.27896E+13,IF2208,1479
2.27896E+13,IH2207,823
2.27896E+13,IH2208,1403
2.27901E+13,IC2209,3381
2.27901E+13,IF2209,2176
2.27901E+13,IH2209,2018
2.27901E+13,IF2212,6690
2.27901E+13,IH2212,5402
2.27901E+13,IC2207,3964
2.27901E+13,IF2207,2280
2.27901E+13,IF2208,1333
2.27901E+13,IH2207,1223
2.27906E+13,IC2209,5267
2.27906E+13,IF2209,1627
2.27906E+13,IH2209,1498
2.27906E+13,IF2212,7686
2.27906E+13,IH2212,2960
2.27906E+13,IC2207,1223
2.27906E+13,IC2208,369
2.27906E+13,IF2207,812
2.27906E+13,IH2207,8304
2.27911E+13,IC2209,5758
2.27911E+13,IF2209,1891
2.27911E+13,IH2209,2001
2.27911E+13,IC2212,1363
2.27911E+13,IF2212,1653
2.27911E+13,IH2212,2011
2.27911E+13,IC2207,735
2.27911E+13,IC2208,1477
2.27911E+13,IF2207,1255
2.27911E+13,IH2207,1627
2.27911E+13,IH2208,881
2.27917E+13,IF2209,7982
2.27917E+13,IH2209,2125
2.27917E+13,IF2212,5665
2.27917E+13,IH2212,1051
2.27917E+13,IC2207,1119
2.27917E+13,IF2207,1236
2.27917E+13,IH2207,1886
2.27917E+13,IC2208,1347
2.27921E+13,IF2209,6250
2.27921E+13,IF2212,3323
2.27921E+13,IH2212,763
2.27921E+13,IC2207,8404
2.27921E+13,IF2207,4351
2.27921E+13,IH2207,1232
2.27921E+13,IC2208,1438
2.27926E+13,IC2209,2122
2.27926E+13,IC2212,510
2.27926E+13,IH2212,4286
2.27926E+13,IC2207,1858
2.27926E+13,IC2208,3928
2.27926E+13,IF2207,3517
2.27926E+13,IH2207,2403
2.27931E+13,IC2209,1789
2.27931E+13,IF2209,540
2.27931E+13,IC2207,1574
2.27931E+13,IC2208,1190
2.27931E+13,IF2207,450
2.27931E+13,IH2207,653
2.27936E+13,IC2209,4779
2.27936E+13,IF2209,670
2.27936E+13,IH2209,1374
2.27936E+13,IC2212,1859
2.27936E+13,IF2212,1596
2.27936E+13,IC2207,1342
2.27936E+13,IC2208,1763
2.27936E+13,IF2207,1215
2.27936E+13,IH2207,7279
2.27941E+13,IC2209,2447
2.27941E+13,IF2209,1540
2.27941E+13,IF2212,5350
2.27941E+13,IC2207,2031
2.27941E+13,IC2208,2175
2.27941E+13,IF2207,478
2.27941E+13,IF2208,654
2.27941E+13,IH2207,1877
2.27946E+13,IC2209,1583
2.27946E+13,IF2209,862
2.27946E+13,IC2212,6245
2.27946E+13,IF2212,4039
2.27946E+13,IC2207,1908
2.27946E+13,IC2208,1034
2.27946E+13,IF2207,853
2.27946E+13,IH2207,1160
2.27951E+13,IC2209,10743
2.27951E+13,IF2209,5564
2.27951E+13,IH2209,3078
2.27951E+13,IC2212,2133
2.27951E+13,IC2207,6138
2.27951E+13,IC2208,2906
2.27951E+13,IF2207,4662
2.27951E+13,IH2207,1764
2.27956E+13,IC2209,1486
2.27956E+13,IF2209,1858
2.27956E+13,IH2209,943
2.27956E+13,IC2212,1674
2.27956E+13,IH2212,958
2.27956E+13,IC2207,2313
2.27956E+13,IF2207,1658
2.27956E+13,IH2207,1722
2.27961E+13,IC2209,4839
2.27961E+13,IF2209,1174
2.27961E+13,IH2209,537
2.27961E+13,IF2212,2381
2.27961E+13,IH2212,840
2.27961E+13,IC2207,2389
2.27961E+13,IC2208,6231
2.27961E+13,IF2207,5003
2.27961E+13,IH2207,3482
2.27966E+13,IC2209,5396
2.27966E+13,IC2212,2404
2.27966E+13,IH2209,1212
2.27966E+13,IF2212,1221
2.27966E+13,IH2212,1808
2.27966E+13,IC2207,1608
2.27966E+13,IF2207,2028
2.27966E+13,IH2207,6942
2.27966E+13,IC2208,2318
2.27971E+13,IC2209,1454
2.27971E+13,IC2212,574
2.27971E+13,IF2209,5784
2.27971E+13,IH2209,4472
2.27971E+13,IH2212,3444
2.27971E+13,IC2207,1263
2.27971E+13,IF2207,1631
2.27971E+13,IH2207,1642
2.27971E+13,IC2208,1676
2.27976E+13,IC2209,2887
2.27976E+13,IC2212,1116
2.27976E+13,IF2209,1343
2.27976E+13,IH2209,1592
2.27976E+13,IC2207,515
2.27976E+13,IC2208,1316
2.27976E+13,IF2207,1227
2.27976E+13,IH2207,1479
2.27981E+13,IC2209,11891
2.27981E+13,IF2209,7952
2.27981E+13,IH2209,5755
2.27981E+13,IC2212,5453
2.27981E+13,IH2212,3350
2.27981E+13,IC2207,4656
2.27981E+13,IC2208,2385
2.27981E+13,IF2207,5637
2.27981E+13,IH2207,558
2.27981E+13,IF2208,3562
2.27986E+13,IC2209,1654
2.27986E+13,IF2209,4678
2.27986E+13,IH2209,605
2.27986E+13,IF2212,1007
2.27986E+13,IH2212,4058
2.27986E+13,IC2207,1305
2.27986E+13,IF2207,1904
2.27986E+13,IH2207,2037
2.27986E+13,IH2208,907
2.27991E+13,IC2209,2008
2.27991E+13,IF2209,1353
2.27991E+13,IH2209,1616
2.27991E+13,IF2212,1977
2.27991E+13,IH2212,632
2.27991E+13,IC2207,1084
2.27991E+13,IC2208,1877
2.27991E+13,IF2207,2083
2.27991E+13,IH2207,880
2.27991E+13,IH2208,1679
2.27996E+13,IC2209,6094
2.27996E+13,IF2209,2564
2.27996E+13,IH2209,386
2.27996E+13,IC2207,2392
2.27996E+13,IF2207,1493
2.27996E+13,IH2207,8342
2.28002E+13,IC2209,3266
2.28002E+13,IC2212,7633
2.28002E+13,IC2207,6275
2.28002E+13,IC2208,6861
2.28002E+13,IF2207,5832
2.28002E+13,IH2207,3789
2.28006E+13,IC2209,1446
2.28006E+13,IF2209,1790
2.28006E+13,IH2212,1560
2.28006E+13,IC2207,2450
2.28006E+13,IF2207,1142
2.28006E+13,IH2207,1083
2.28011E+13,IC2209,18117
2.28011E+13,IF2209,9392
2.28011E+13,IH2209,4941
2.28011E+13,IC2212,1594
2.28011E+13,IF2212,1570
2.28011E+13,IC2207,7331
2.28011E+13,IF2207,6861
2.28011E+13,IH2207,1129
2.28011E+13,IH2208,1612
2.28016E+13,IC2209,3067
2.28016E+13,IF2209,1544
2.28016E+13,IC2212,2153
2.28016E+13,IF2212,7720
2.28016E+13,IC2207,2792
2.28016E+13,IF2207,2099
2.28016E+13,IH2207,2253
2.28016E+13,IH2208,7015
2.28021E+13,IC2209,4894
2.28021E+13,IC2207,1782
2.28021E+13,IC2208,1525
2.28021E+13,IF2207,655
2.28021E+13,IH2208,833
2.28026E+13,IC2209,7079
2.28026E+13,IF2209,10362
2.28026E+13,IH2209,6716
2.28026E+13,IC2212,1564
2.28026E+13,IF2212,599
2.28026E+13,IC2207,1193
2.28026E+13,IF2207,1264
2.28026E+13,IH2207,746
2.28026E+13,IC2208,2169
2.28031E+13,IC2209,2967
2.28031E+13,IF2209,1193
2.28031E+13,IH2209,1429
2.28031E+13,IC2207,2592
2.28031E+13,IC2208,2326
2.28031E+13,IF2207,5847
2.28031E+13,IH2207,7309
2.28031E+13,IH2208,1269
2.28036E+13,IC2209,6481
2.28036E+13,IF2209,1830
2.28036E+13,IH2209,1694
2.28036E+13,IC2212,2542
2.28036E+13,IF2212,1173
2.28036E+13,IC2207,1644
2.28036E+13,IC2208,1629
2.28036E+13,IF2207,1582
2.28036E+13,IH2207,1967
2.28036E+13,IH2208,2582
2.28041E+13,IC2209,14010
2.28041E+13,IF2209,7926
2.28041E+13,IH2209,5128
2.28041E+13,IC2212,8754
2.28041E+13,IF2212,2796
2.28041E+13,IC2207,6405
2.28041E+13,IF2207,5621
2.28041E+13,IH2207,2476
2.28046E+13,IC2209,2586
2.28046E+13,IF2209,1568
2.28046E+13,IH2209,1929
2.28046E+13,IF2212,1091
2.28046E+13,IH2212,1621
2.28046E+13,IC2207,2153
2.28046E+13,IF2207,522
2.28046E+13,IF2208,2347
2.28046E+13,IH2207,565
2.28046E+13,IH2208,940
2.28051E+13,IC2209,2664
2.28051E+13,IF2209,766
2.28051E+13,IH2209,663
2.28051E+13,IF2212,1826
2.28051E+13,IH2212,1387
2.28051E+13,IC2207,675
2.28051E+13,IF2207,2201
2.28051E+13,IH2207,1095
2.28051E+13,IH2208,1614
2.28056E+13,IC2209,5693
2.28056E+13,IF2209,9180
2.28056E+13,IH2209,4407
2.28056E+13,IF2212,6519
2.28056E+13,IC2207,2293
2.28056E+13,IF2207,1318
2.28056E+13,IH2207,2349
2.28061E+13,IC2209,2365
2.28061E+13,IF2209,705
2.28061E+13,IH2209,583
2.28061E+13,IC2207,1042
2.28061E+13,IF2207,1263
2.28061E+13,IF2208,2541
2.28061E+13,IH2207,6550
2.28061E+13,IH2208,11877
2.28066E+13,IC2209,2685
2.28066E+13,IF2209,1592
2.28066E+13,IH2209,1051
2.28066E+13,IC2212,1531
2.28066E+13,IF2212,2391
2.28066E+13,IC2207,1033
2.28066E+13,IC2208,1572
2.28066E+13,IF2207,995
2.28066E+13,IH2207,1219
2.28066E+13,IH2208,1770
2.28072E+13,IC2209,11740
2.28072E+13,IF2209,5754
2.28072E+13,IH2209,2523
2.28072E+13,IC2207,4650
2.28072E+13,IC2208,6288
2.28072E+13,IF2207,5600
2.28072E+13,IH2207,3077
2.28072E+13,IH2208,1644
2.28076E+13,IC2209,2953
2.28076E+13,IF2209,1991
2.28076E+13,IH2209,2342
2.28076E+13,IF2212,1940
2.28076E+13,IC2207,2019
2.28076E+13,IF2207,965
2.28076E+13,IH2207,887
2.28076E+13,IC2208,2578
2.28076E+13,IH2208,2232
2.28081E+13,IC2209,3539
2.28081E+13,IC2212,847
2.28081E+13,IF2209,1313
2.28081E+13,IF2212,1373
2.28081E+13,IC2207,738
2.28081E+13,IH2207,1112
2.28081E+13,IH2208,2135
2.28086E+13,IC2209,4085
2.28086E+13,IF2209,10440
2.28086E+13,IC2212,1031
2.28086E+13,IF2212,498
2.28086E+13,IC2207,2427
2.28086E+13,IC2208,1594
2.28086E+13,IF2207,3598
2.28086E+13,IH2207,884
2.28086E+13,IH2208,1532
2.28091E+13,IC2209,5020
2.28091E+13,IF2209,974
2.28091E+13,IF2212,1883
2.28091E+13,IC2207,957
2.28091E+13,IF2207,697
2.28091E+13,IH2207,7744
2.28091E+13,IC2208,5285
2.28091E+13,IH2208,5322
2.28096E+13,IC2209,1833
2.28096E+13,IF2209,979
2.28096E+13,IH2209,1051
2.28096E+13,IH2212,1955
2.28096E+13,IC2207,1883
2.28096E+13,IC2208,606
2.28096E+13,IF2207,2197
2.28096E+13,IH2207,732
2.28101E+13,IC2209,14049
2.28101E+13,IF2209,5922
2.28101E+13,IC2212,10608
2.28101E+13,IF2212,5640
2.28101E+13,IH2209,4329
2.28101E+13,IH2212,5857
2.28101E+13,IC2207,4454
2.28101E+13,IF2207,1966
2.28101E+13,IH2207,2154
2.28101E+13,IC2208,466
2.28106E+13,IC2209,2798
2.28106E+13,IF2209,2021
2.28106E+13,IH2209,1635
2.28106E+13,IC2212,1556
2.28106E+13,IF2212,1699
2.28106E+13,IH2212,1814
2.28106E+13,IC2207,600
2.28106E+13,IC2208,7268
2.28106E+13,IF2207,4478
2.28106E+13,IH2207,964
2.28106E+13,IH2208,445
2.28111E+13,IC2209,2467
2.28111E+13,IF2209,1013
2.28111E+13,IH2209,1404
2.28111E+13,IF2212,4910
2.28111E+13,IH2212,3426
2.28111E+13,IC2207,1981
2.28111E+13,IC2208,1575
2.28111E+13,IF2207,1217
2.28111E+13,IH2207,968
2.28111E+13,IH2208,1444
2.28116E+13,IC2209,6210
2.28116E+13,IH2209,2179
2.28116E+13,IF2212,1696
2.28116E+13,IH2212,1660
2.28116E+13,IC2207,641
2.28116E+13,IC2208,1039
2.28116E+13,IF2207,2257
2.28116E+13,IH2207,530
2.28116E+13,IH2208,1078
2.28121E+13,IC2209,3159
2.28121E+13,IH2209,8379
2.28121E+13,IH2212,6939
2.28121E+13,IC2207,2436
2.28121E+13,IC2208,1248
2.28121E+13,IF2207,525
2.28121E+13,IH2207,5996
2.28121E+13,IH2208,4273
2.28127E+13,IC2209,2205
2.28127E+13,IF2209,6855
2.28127E+13,IC2212,4008
2.28127E+13,IF2212,1891
2.28127E+13,IH2209,1698
2.28127E+13,IF2207,590
2.28127E+13,IC2208,1103
2.28127E+13,IH2207,1070
2.28127E+13,IH2208,1835
2.28131E+13,IF2209,2063
2.28131E+13,IH2209,991
2.28131E+13,IC2212,917
2.28131E+13,IF2212,1752
2.28131E+13,IH2212,428
2.28131E+13,IF2207,2414
2.28131E+13,IH2207,1461
2.28131E+13,IH2208,6324
2.28136E+13,IF2209,4095
2.28136E+13,IH2209,573
2.28136E+13,IF2212,6191
2.28136E+13,IC2207,2258
2.28136E+13,IF2207,4893
2.28136E+13,IH2207,1858
2.28136E+13,IC2208,1382
2.28141E+13,IC2209,11330
2.28141E+13,IF2209,4954
2.28141E+13,IH2209,2888
2.28141E+13,IC2212,8378
2.28141E+13,IC2207,5362
2.28141E+13,IF2207,3229
2.28141E+13,IH2207,1571
2.28141E+13,IH2208,2532
2.28146E+13,IC2209,1535
2.28146E+13,IF2209,1830
2.28146E+13,IH2209,5415
2.28146E+13,IH2212,5281
2.28146E+13,IC2207,2115
2.28146E+13,IF2207,1213
2.28146E+13,IH2207,1310
2.28146E+13,IH2208,2006
2.28151E+13,IF2209,5892
2.28151E+13,IH2209,1685
2.28151E+13,IF2212,1115
2.28151E+13,IH2212,402
2.28151E+13,IC2207,8740
2.28151E+13,IC2208,6149
2.28151E+13,IF2208,1337
2.28151E+13,IF2207,5100
2.28151E+13,IH2207,5004
2.28151E+13,IH2208,3602
2.28156E+13,IC2209,2230
2.28156E+13,IF2209,6137
2.28156E+13,IH2209,3127
2.28156E+13,IF2212,2287
2.28156E+13,IH2212,1071
2.28156E+13,IC2207,1074
2.28156E+13,IF2207,1452
2.28156E+13,IF2208,2144
2.28156E+13,IH2207,748
2.28156E+13,IH2208,917
2.28161E+13,IC2209,3867
2.28161E+13,IF2209,1073
2.28161E+13,IH2209,849
2.28161E+13,IC2212,925
2.28161E+13,IF2212,2038
2.28161E+13,IH2212,510
2.28161E+13,IC2207,1363
2.28161E+13,IC2208,1873
2.28161E+13,IF2207,1363
2.28161E+13,IF2208,1889
2.28161E+13,IH2207,1721
2.28161E+13,IH2208,459
2.28167E+13,IC2209,5570
2.28167E+13,IF2209,1893
2.28167E+13,IH2209,1546
2.28167E+13,IF2212,506
2.28167E+13,IC2207,2039
2.28167E+13,IF2207,8802
2.28167E+13,IH2207,6296
2.28167E+13,IC2208,4599
2.28167E+13,IF2208,2373
2.28167E+13,IH2208,5042
2.28172E+13,IC2209,2862
2.28172E+13,IF2209,1872
2.28172E+13,IC2212,1691
2.28172E+13,IF2212,1868
2.28172E+13,IH2212,1667
2.28172E+13,IC2207,6292
2.28172E+13,IF2207,2215
2.28172E+13,IC2208,4872
2.28172E+13,IF2208,1566
2.28177E+13,IC2209,11473
2.28177E+13,IH2209,7215
2.28177E+13,IC2212,3759
2.28177E+13,IF2212,7377
2.28177E+13,IC2207,5324
2.28177E+13,IF2207,1558
2.28177E+13,IC2208,4427
2.28177E+13,IF2208,1080
2.28177E+13,IH2207,575
2.28177E+13,IH2208,2442
2.28181E+13,IC2209,2086
2.28181E+13,IH2209,6142
2.28181E+13,IC2212,3921
2.28181E+13,IF2212,2018
2.28181E+13,IC2207,2790
2.28181E+13,IF2207,461
2.28181E+13,IC2208,1423
2.28186E+13,IC2209,2301
2.28186E+13,IF2209,1032
2.28186E+13,IC2212,1388
2.28186E+13,IF2212,1769
2.28186E+13,IH2212,1318
2.28186E+13,IC2207,1116
2.28186E+13,IC2208,5748
2.28186E+13,IF2207,4835
2.28186E+13,IH2207,3374
2.28191E+13,IC2209,2494
2.28191E+13,IF2209,1220
2.28191E+13,IC2212,2056
2.28191E+13,IH2212,5935
2.28191E+13,IC2207,1380
2.28191E+13,IC2208,978
2.28191E+13,IF2207,1534
2.28191E+13,IH2207,4091
2.28191E+13,IH2208,2214
2.28196E+13,IC2209,6008
2.28196E+13,IF2209,8688
2.28196E+13,IH2209,1226
2.28196E+13,IC2212,841
2.28196E+13,IC2207,1909
2.28196E+13,IF2207,6517
2.28196E+13,IH2207,3445
2.28196E+13,IC2208,1004
2.28196E+13,IF2208,2088
2.28196E+13,IH2208,1814
2.28201E+13,IC2209,4237
2.28201E+13,IF2209,992
2.28201E+13,IH2209,1088
2.28201E+13,IC2212,1363
2.28201E+13,IF2212,976
2.28201E+13,IH2212,1394
2.28201E+13,IC2207,5942
2.28201E+13,IF2207,3727
2.28201E+13,IH2207,1987
2.28201E+13,IC2208,4229
2.28206E+13,IC2209,7300
2.28206E+13,IF2209,3906
2.28206E+13,IH2209,2405
2.28206E+13,IC2212,1765
2.28206E+13,IF2212,1009
2.28206E+13,IC2207,926
2.28206E+13,IC2208,623
2.28206E+13,IF2207,1336
2.28206E+13,IH2207,1663
2.28206E+13,IH2208,1868
2.28211E+13,IC2209,6184
2.28211E+13,IC2212,6578
2.28211E+13,IH2212,1461
2.28211E+13,IC2207,1504
2.28211E+13,IF2207,783
2.28211E+13,IH2207,685
2.28211E+13,IC2208,737
2.28216E+13,IC2209,3120
2.28216E+13,IF2209,1013
2.28216E+13,IH2209,580
2.28216E+13,IF2212,934
2.28216E+13,IH2212,1315
2.28216E+13,IC2207,1971
2.28216E+13,IC2208,6255
2.28216E+13,IF2207,2837
2.28216E+13,IF2208,511
2.28216E+13,IH2207,1818
2.28221E+13,IC2209,2820
2.28221E+13,IF2209,654
2.28221E+13,IH2209,635
2.28221E+13,IF2212,6539
2.28221E+13,IC2207,1001
2.28221E+13,IF2207,1810
2.28221E+13,IF2208,842
2.28221E+13,IH2207,5421
2.28226E+13,IC2209,5054
2.28226E+13,IF2209,1172
2.28226E+13,IH2209,7924
2.28226E+13,IC2212,1660
2.28226E+13,IF2212,1485
2.28226E+13,IC2207,1992
2.28226E+13,IC2208,856
2.28226E+13,IF2207,6003
2.28226E+13,IH2207,1072
2.28226E+13,IF2208,4072
2.28231E+13,IC2209,1912
2.28231E+13,IF2209,7065
2.28231E+13,IH2209,4313
2.28231E+13,IF2212,3098
2.28231E+13,IC2207,8711
2.28231E+13,IF2207,5427
2.28231E+13,IH2207,3764
2.28231E+13,IF2208,2656
2.28236E+13,IC2209,6454
2.28236E+13,IF2209,3547
2.28236E+13,IH2209,1544
2.28236E+13,IC2212,1803
2.28236E+13,IF2212,328
2.28236E+13,IC2207,1172
2.28236E+13,IC2208,972
2.28236E+13,IF2207,1883
2.28236E+13,IF2208,889
2.28236E+13,IH2207,802
2.28236E+13,IH2208,1126
2.28241E+13,IC2209,5772
2.28241E+13,IF2209,1709
2.28241E+13,IH2209,1342
2.28241E+13,IC2212,1450
2.28241E+13,IH2212,1395
2.28241E+13,IC2207,873
2.28241E+13,IF2207,1433
2.28241E+13,IC2208,2105
2.28241E+13,IF2208,6405
2.28241E+13,IH2207,5006
2.28246E+13,IC2209,2218
2.28246E+13,IC2212,1280
2.28246E+13,IF2212,800
2.28246E+13,IC2207,1475
2.28246E+13,IF2207,1596
2.28246E+13,IH2207,1433
2.28246E+13,IF2208,1734
2.28251E+13,IF2209,2200
2.28251E+13,IH2209,1203
2.28251E+13,IC2212,1420
2.28251E+13,IH2212,2318
2.28251E+13,IC2207,1414
2.28251E+13,IF2207,1945
2.28251E+13,IH2207,4816
2.28251E+13,IC2208,1293
2.28251E+13,IF2208,772
2.28256E+13,IH2209,4309
2.28256E+13,IC2212,8949
2.28256E+13,IF2212,4335
2.28256E+13,IH2212,6109
2.28256E+13,IC2207,1311
2.28256E+13,IF2207,5253
2.28256E+13,IF2208,2827
2.28256E+13,IH2207,2070
2.28262E+13,IC2209,4611
2.28262E+13,IH2209,7534
2.28262E+13,IF2212,8976
2.28262E+13,IH2212,6076
2.28262E+13,IC2207,4940
2.28262E+13,IF2207,3139
2.28262E+13,IF2208,1984
2.28262E+13,IH2207,1888
2.28266E+13,IC2209,3326
2.28266E+13,IF2209,1939
2.28266E+13,IH2209,1664
2.28266E+13,IC2212,1319
2.28266E+13,IF2212,683
2.28266E+13,IC2207,707
2.28266E+13,IF2207,873
2.28266E+13,IH2207,984
2.28271E+13,IC2209,5705
2.28271E+13,IF2209,2562
2.28271E+13,IH2209,1619
2.28271E+13,IC2212,865
2.28271E+13,IF2212,1578
2.28271E+13,IC2207,1034
2.28271E+13,IC2208,2079
2.28271E+13,IF2207,749
2.28271E+13,IH2207,634
2.28276E+13,IC2209,9474
2.28276E+13,IF2209,11861
2.28276E+13,IH2209,1035
2.28276E+13,IC2212,486
2.28276E+13,IF2212,1573
2.28276E+13,IC2207,1766
2.28276E+13,IF2207,658
2.28276E+13,IC2208,5611
2.28276E+13,IF2208,3428
2.28281E+13,IC2209,3133
2.28281E+13,IC2212,557
2.28281E+13,IC2207,2433
2.28281E+13,IC2208,1531
2.28281E+13,IF2207,982
2.28281E+13,IH2207,1415
2.28286E+13,IC2209,6461
2.28286E+13,IH2209,2977
2.28286E+13,IC2212,2305
2.28286E+13,IC2207,2479
2.28286E+13,IF2207,11643
2.28286E+13,IF2208,7615
2.28286E+13,IH2207,6529
2.28291E+13,IC2212,8451
2.28291E+13,IC2207,7587
2.28291E+13,IF2207,3630
2.28291E+13,IH2207,1507
2.28291E+13,IC2208,2139
2.28297E+13,IC2209,9302
2.28297E+13,IF2209,5116
2.28297E+13,IH2209,3400
2.28297E+13,IC2212,1183
2.28297E+13,IF2212,1648
2.28297E+13,IC2207,2536
2.28297E+13,IC2208,1313
2.28297E+13,IF2207,1285
2.28297E+13,IH2207,1933
2.28302E+13,IC2209,5375
2.28302E+13,IF2209,1997
2.28302E+13,IC2212,1644
2.28302E+13,IH2209,9296
2.28302E+13,IC2207,6666
2.28302E+13,IF2207,1598
2.28302E+13,IC2208,5365
2.28302E+13,IH2207,2588
2.28306E+13,IC2209,2584
2.28306E+13,IH2209,1919
2.28306E+13,IC2212,1403
2.28306E+13,IH2212,1335
2.28306E+13,IC2207,1216
2.28306E+13,IF2207,1766
2.28306E+13,IH2207,1953
2.28306E+13,IC2208,2674
2.28306E+13,IF2208,716
2.28311E+13,IC2209,8167
2.28311E+13,IF2209,3591
2.28311E+13,IH2209,1227
2.28311E+13,IH2212,1598
2.28311E+13,IC2207,2343
2.28311E+13,IC2208,5771
2.28311E+13,IF2207,3847
2.28311E+13,IF2208,2362
2.28311E+13,IH2207,2476
2.28316E+13,IC2209,5172
2.28316E+13,IH2209,1299
2.28316E+13,IH2212,2505
2.28316E+13,IC2207,2295
2.28316E+13,IF2207,8801
2.28316E+13,IH2207,6200
2.28321E+13,IC2212,6537
2.28321E+13,IF2209,2133
2.28321E+13,IH2209,605
2.28321E+13,IH2212,1981
2.28321E+13,IC2207,9217
2.28321E+13,IF2207,4766
2.28321E+13,IF2208,2884
2.28321E+13,IH2207,2812
2.28326E+13,IF2209,2868
2.28326E+13,IC2212,1929
2.28326E+13,IH2212,10493
2.28326E+13,IC2207,6113
2.28326E+13,IF2207,3401
2.28331E+13,IC2209,12325
2.28331E+13,IF2209,6057
2.28331E+13,IC2212,5848
2.28331E+13,IH2212,2022
2.28331E+13,IC2207,1712
2.28331E+13,IF2207,2279
2.28331E+13,IH2207,1976
2.28336E+13,IC2209,3111
2.28336E+13,IF2209,2355
2.28336E+13,IC2212,2274
2.28336E+13,IC2207,1093
2.28336E+13,IC2208,1476
2.28336E+13,IF2207,1308
2.28336E+13,IF2208,1799
2.28336E+13,IH2207,2006
2.28341E+13,IC2209,2780
2.28341E+13,IF2209,1986
2.28341E+13,IH2209,1588
2.28341E+13,IC2212,1429
2.28341E+13,IC2207,1101
2.28341E+13,IC2208,670
2.28341E+13,IF2207,2031
2.28341E+13,IF2208,650
2.28341E+13,IH2207,1483
2.28346E+13,IC2209,4788
2.28346E+13,IF2209,1079
2.28346E+13,IH2209,7011
2.28346E+13,IC2212,2190
2.28346E+13,IH2212,2680
2.28346E+13,IC2207,2840
2.28346E+13,IC2208,2169
2.28346E+13,IF2207,4686
2.28346E+13,IF2208,6003
2.28346E+13,IH2207,4515
2.28351E+13,IC2209,8282
2.28351E+13,IF2209,2367
2.28351E+13,IH2209,833
2.28351E+13,IC2212,5848
2.28351E+13,IH2212,2240
2.28351E+13,IC2207,6136
2.28351E+13,IC2208,2860
2.28351E+13,IH2207,3899
2.28356E+13,IC2209,3168
2.28356E+13,IH2209,1878
2.28356E+13,IC2212,2342
2.28356E+13,IH2212,782
2.28356E+13,IC2207,2614
2.28356E+13,IC2208,2232
2.28356E+13,IF2207,5366
2.28356E+13,IH2207,3920
2.28361E+13,IC2209,5714
2.28361E+13,IC2212,6483
2.28361E+13,IH2209,3348
2.28361E+13,IH2212,1146
2.28361E+13,IC2207,2078
2.28361E+13,IC2208,3931
2.28361E+13,IF2207,1613
2.28361E+13,IF2208,1271
2.28366E+13,IC2209,3331
2.28366E+13,IC2207,1788
2.28366E+13,IF2207,1733
2.28366E+13,IH2207,1548
2.28366E+13,IC2208,1763
2.28366E+13,IF2208,2006
2.28371E+13,IC2209,2666
2.28371E+13,IF2209,3991
2.28371E+13,IH2209,2451
2.28371E+13,IH2212,6768
2.28371E+13,IC2207,4312
2.28371E+13,IC2208,3421
2.28371E+13,IF2207,1457
2.28371E+13,IF2208,985
2.28371E+13,IH2207,474
2.28376E+13,IC2209,6764
2.28376E+13,IF2209,9074
2.28376E+13,IH2209,5521
2.28376E+13,IC2212,2144
2.28376E+13,IH2212,1035
2.28376E+13,IC2207,932
